complaint,category,urgency
sir railing of foot overbridge at Vivek Vihar is broken n children use it daily,roads_transport,high
"sir ji, a child from Rose Garden with high fever was kept waiting as the staff had left the counter even after so many complaints. Aap se request hai, dekh lijiye.",healthcare,high
"Hello sir, requesting that teh meter reader visit Sun City on weekedns so people are at home. I hav attached nothing but can share photos if needed.",water_supply,low
"Respected sir, the Subhash Chowk shop does not display the stock and rate board as required.",ration_aadhar,medium
"Hi, please tell me the process to get a duplicate health card issued in Old Market. I have attached nothing but can share photos if needed. thanks in advance.",healthcare,low
pls share updated timetable for buses passing through Sector 9. we request immediate action before something bad happens.,roads_transport,low
Kindly note that I want information about the blood donation camp being organised near Dev Nagar. Many residents of the area feel the same way. Requesting the department to act.,healthcare,low
KINDLY LET ME KNOW IF ONLINE PAYMENT FOR NEW BASTI CONNECTIONS HAS ANY SERVICE CHARGE TO BE VERY FRANK. MANY RESIDENTS OF THE AREA FEEL THE SAME WAY.,electricity,low
a manhole on Subhash Chowk road is open right in middle of carriageway even after so many complaints. thanks in advance.,roads_transport,high
the ration distribution list for Old Market is not put up anywhere for people to check. Someone can get seriously hurt.,ration_aadhar,medium
The sewage pump in Milan Vihar has failed and dirty water is spreading towards the drinking water line. kindly treat this as an emergency.,sanitation,high
Just want to say that our entire block in Sector 5 is buying watar from private tankers because supply stopped completely.,water_supply,high
The intensive care unit in Gandhi Nagar has no trained staff at night. Awaiting your reply.,healthcare,high
Supply in Kisan Chowk is cut every morning without any prior notice or announcement. Requesting the department to act.,electricity,medium
pleae share teh fare chart for auto rickshaws operating from Sector 11.,roads_transport,low
the Mill Area shop does not display stock n rate board as required. This was also discussed in our last residents meeting. requesting the department to act,ration_aadhar,medium
Please note the Sector 5 flyover expansion joint has come loose and vehicles jump over it. I am ready to show teh spot to your team any time.,roads_transport,high
A blocked sewer line in Bharat Nagar has been overflowing on the main road for 3 days even after so many complaints.,sanitation,high
Kindly note that please share the procedure for getting a medical fitness certificate in Rose Garden. I am writing on behalf of a few families in the lane. Awaiting your reply.,healthcare,low
kindly tell me whether water bills for Housing Board Colony can be paid at common service centre,water_supply,low
"Requesting a bus shelter at the Ward 3 stop for passengers waiting in the sun even after so many complaints. Aap se request hai, dekh lijiye.",roads_transport,low
I would like to bring to ur notice that the inetnsive care unit in Teachers Colony has no trained staff at night again adn again.,healthcare,high
Kindly note that no electricity in Ward 7 for six hours and the local health centre's backup has also failed. The same thing happened last year as well. Please do not delay this further,electricity,high
The railway crossing gate near Bharat Nagar is often left unmanned and people cross recklessly. I am ready to show the spot to your team any time.,roads_transport,high
Kindly note that requesting signage in the local language at the Shanti Kunj hospital to be very frank. Kindly guide me.,healthcare,low
I wish to report that my electricity bill for Ward 18 shows almost double units this month without any change in usage. Kindly look into the matter,electricity,medium
"Hello sir, supply in Lajpat Nagar is cut every morning without any prior notice or announcement. Kindly treat it as important.",electricity,medium
Kindly note that requesting information about home composting support for households in Shiv Colony to be very frank. Kindly guide me.,sanitation,low
"Respected sir, an Aadhaar correction applied from Bapu Nagar 7 months ago is still showing as pending and all benefits are stopped. We request immediate action before something bad happens.",ration_aadhar,high
there is no drinking water facility for attendants at the Ward 21 hospital. awaiting your reply.,healthcare,medium
"Madam ji, the road patch work done in Nehru Colony last month has already come off even after so many complaints. Puri colony pareshan hai.",roads_transport,medium
Kindly note that the overhead tank in Bank Colony has not been cleaned in a long time. Kindly look into the matter.,water_supply,medium
I wish to report that requesting a public seating bench near the Ward 21 crossing honestly speaking. Please inform at your convneience.,roads_transport,low
The Subhash Chowk centre has no counselling or information desk for first time visitors. would appreciate a quick response.,healthcare,medium
